2,20000000,2,2.91333333333333,0.698665394400877,2.86,0.817985329941803,2.88,0.513906606301184
2,20000000,4,6.37333333333333,0.00577350269189626,3.95,0.03605551275464,8.79,0.0400000000000003
2,20000000,8,12.87,0.0458257569495587,8.19666666666667,0.135030860670194,17.52,0.130766968306218
2,20000000,16,25.8033333333333,0.0305505046330376,16.2733333333333,0.160727512683217,35.3133333333333,0.183393929379721
2,40000000,2,5.03333333333333,0.0230940107675849,4.87666666666667,0.136503968196289,5.09666666666667,0.112398102000582
2,40000000,4,12.75,0.0360555127546395,8.07333333333333,0.130511813003013,17.41,0.134536240470736
2,40000000,8,25.79,0.0781024967590669,16.1266666666667,0.223681320930771,35.41,0.364280112001736
2,40000000,16,51.7066666666667,0.0907377172587761,32.69,0.238956062906969,70.6766666666667,0.239652526240245
2,80000000,2,10.1266666666667,0.0602771377334162,9.63666666666667,0.26006409466386,10.4266666666667,0.150111069989303
2,80000000,4,25.4766666666667,0.066583281184794,15.79,0.219317121994613,35.12,0.330454232837166
2,80000000,8,51.45,0.112694276695844,32.6466666666667,0.183393929379721,70.1933333333333,0.176729548557486
2,80000000,16,103.04,0.119999999999994,65.1,0.537028863283902,140.883333333333,0.412350983184648
2,160000000,2,20.7933333333333,0.529937103186155,19.5633333333333,0.210792156716831,21.5233333333333,0.803388656462943
2,160000000,4,52.38,2.29338178243397,31.6466666666667,0.71500582748208,73.02,5.32176662396989
2,160000000,8,103.033333333333,0.356417358350201,64.8233333333333,0.332916405923964,141.093333333333,0.954480661581652
2,160000000,16,206.23,0.341174442184645,129.483333333333,0.222336081942026,282.8,0.652073615476065
